time,interest
0:01,2
0:02,1
0:03,2
0:04,2
0:05,1
0:06,2
0:07,3
0:08,3
0:09,3
0:10,3
0:11,3
0:12,3
0:13,3
0:14,2
0:15,2
0:16,3
0:17,3
0:18,3
0:19,4
0:20,4
0:21,3
0:22,4
0:23,4
0:24,4
0:25,1
0:26,1
0:27,3
