created_at,median,average,size,width,variance,count
2022-12-13 01:53:00,0.6636483818292618,0.5127450823783875,300,0.3046717643737793,0.034397006034851,25
2022-12-13 01:54:00,0.6980124115943909,0.5317294597625732,153,0.3345994055271148,0.0372575856745243,18
2022-12-13 01:55:00,0.6152072250843048,0.4030517081392335,91,0.5095108561217785,0.0694385652184915,14
2022-12-13 01:56:00,0.6487639248371124,0.483784943819046,66,0.2997843697667122,0.0484202466905117,12
2022-12-13 01:57:00,0.8421870917081833,0.6378650069236755,10,0.4287825301289558,0.048130415380001,5
2022-12-13 01:58:00,0.8050991892814636,0.6994262337684631,21,0.2154080867767334,0.0216583721339702,7
2022-12-13 01:59:00,0.7545748353004456,0.5668075084686279,21,0.4498055279254913,0.0646610110998153,7
2022-12-13 02:00:00,0.3218103349208832,0.2346295120401514,36,0.2870633285492658,0.0422605941120439,9
2022-12-13 02:01:00,0.7500918805599213,0.5989222526550293,136,0.3417335748672485,0.0447326824069023,17
2022-12-13 02:02:00,0.6326136589050293,0.4773368622824462,171,0.2647455781698227,0.0481333365486243,19
2022-12-13 02:03:00,0.7343734800815582,0.5013300000196871,136,0.3876313269138336,0.0698871883730655,17
2022-12-13 02:04:00,0.8059517294168472,0.686153769493103,136,0.2080379426479339,0.0205569341778755,17
2022-12-13 02:05:00,0.7053801566362381,0.5527070164680481,36,0.3017549440264702,0.0360589250922203,9
2022-12-13 02:06:00,0.6798796057701111,0.5482699275016785,45,0.2492729425430297,0.0287040844559669,10
2022-12-13 02:07:00,0.6504264622926712,0.44447493943541,120,0.4241012521088123,0.0710098594564015,16
2022-12-13 02:08:00,0.6094536781311035,0.3222040220030716,28,0.5151476003229618,0.0707395534132819,8
2022-12-13 02:09:00,0.6899225264787674,0.51922208070755,66,0.3397098258137703,0.0421699099242687,12
2022-12-13 02:10:00,0.6654887199401855,0.4431302628778165,153,0.5027114450931549,0.0808072623309976,18
2022-12-13 02:11:00,0.6869285106658936,0.5142468935536111,136,0.2586114406585693,0.062398661712645,17
2022-12-13 02:12:00,0.6548646539449692,0.5060511137819802,990,0.2780436798930168,0.0504254439726405,45
2022-12-13 02:13:00,0.7304022312164307,0.5669433696621953,903,0.2816144526004791,0.0514796220191236,43
2022-12-13 02:14:00,0.6969514191150665,0.494560179684014,351,0.3426045328378677,0.0733015212441526,27
2022-12-13 02:15:00,0.5745776444673538,0.3831538264329234,210,0.4270005822181701,0.0834102325650223,21
2022-12-13 02:16:00,0.569537416100502,0.3537251964765822,630,0.4230742529034614,0.0731298108229683,36
2022-12-13 02:17:00,0.5384370684623718,0.3443507818246257,741,0.45077795535326,0.0641562172915448,39
2022-12-13 02:18:00,0.5568042546510696,0.4143727308263381,300,0.282954029738903,0.0464524433430643,25
2022-12-13 02:19:00,0.7502967417240143,0.526369035984689,171,0.4641584753990173,0.073660101775088,19
2022-12-13 02:20:00,0.7838774919509888,0.7485772371292114,10,0.082717016339302,0.0054244860075414,5
2022-12-13 02:21:00,0.8147497773170471,0.701369047164917,66,0.1667562276124954,0.0264915209263563,12
2022-12-13 02:22:00,0.0,0.0,6,0.0,0.0,4
2022-12-13 02:23:00,0.0,0.1428571428571428,21,0.0,0.1224489795918367,7
2022-12-13 02:24:00,0.5630567669868469,0.3598609566688537,55,0.4080605208873749,0.053769115358591,11
2022-12-13 02:25:00,0.6243566870689392,0.3913816111783186,120,0.4882056899368763,0.0768486243127795,16
2022-12-13 02:26:00,0.4954899251461029,0.2460164963176437,153,0.4954899251461029,0.0747439079990253,18
2022-12-13 02:27:00,0.273059606552124,0.1483592533000991,351,0.273059606552124,0.0532450480814252,27
2022-12-13 02:28:00,0.4308520033955574,0.2334077787585556,210,0.4308520033955574,0.0691160776232135,21
2022-12-13 02:29:00,0.4728035628795624,0.3810188770294189,105,0.2053748071193695,0.0342221818864345,15
2022-12-13 02:30:00,0.5462502539157867,0.3195940206790931,231,0.4556951224803924,0.0651267322948879,22
2022-12-13 02:31:00,0.6028361916542053,0.3768845396205073,105,0.6028361916542053,0.0759449420432094,15
2022-12-13 02:32:00,0.4674867689609527,0.286901444196701,91,0.3550602681934833,0.0547748915851116,14
2022-12-13 02:33:00,0.6949877142906189,0.441431850194931,45,0.5034897178411484,0.065921165049076,10
2022-12-13 02:34:00,0.6869200468063354,0.5214526748264229,91,0.2275237590074539,0.0615417920560093,14
2022-12-13 02:35:00,0.7486345171928406,0.6684120893478394,136,0.1385145336389541,0.0148046072572469,17
2022-12-13 02:36:00,0.7383811473846436,0.6458811163902283,21,0.2348649501800537,0.0166675020009279,7
2022-12-13 02:37:00,0.8945609629154205,0.8826403617858887,6,0.0247328728437423,0.0001759951701387,4
2022-12-13 02:38:00,0.7151426523923874,0.553539514541626,36,0.3321273624897003,0.0405708737671375,9
2022-12-13 02:39:00,0.6990122646093369,0.3944229489236715,210,0.6990122646093369,0.1025798582817669,21
2022-12-13 02:40:00,0.5934785455465317,0.4523190855979919,210,0.292444035410881,0.0385204404592514,21
2022-12-13 02:41:00,0.5514316707849503,0.3242794267301048,28,0.4678101502358913,0.0603888099924388,8
2022-12-13 02:42:00,0.3050861358642578,0.1181305376812815,36,0.3050861358642578,0.0355228338050213,9
2022-12-13 02:43:00,0.6194415986537933,0.319272532294958,78,0.6194415986537933,0.1163628586321325,13
2022-12-13 02:44:00,0.7148057222366333,0.3089965184529622,45,0.7148057222366333,0.153176788446859,10
2022-12-13 02:45:00,0.0,0.0,1,0.0,0.0,2
2022-12-13 02:46:00,0.686587855219841,0.5905188322067261,10,0.1637773960828781,0.0178281292319297,5
2022-12-13 02:47:00,0.6125555038452148,0.6125555038452148,1,0.0,0.0,2
2022-12-13 02:48:00,0.706209197640419,0.6189104318618774,28,0.1653511524200439,0.0169057138264179,8
2022-12-13 02:49:00,0.5528668463230133,0.4439976215362549,10,0.332548126578331,0.0576754994690418,5
2022-12-13 02:50:00,0.5887118577957153,0.5303210616111755,6,0.09738489985466,0.0042785448022186,4
2022-12-13 02:51:00,0.5475844740867615,0.2819107997985113,21,0.5475844740867615,0.0913914954916114,7
2022-12-13 02:52:00,0.4680251777172088,0.3410134315490722,6,0.232366070151329,0.0233700145035982,4
2022-12-13 02:53:00,0.2359507419168949,0.1864603906869888,6,0.1550637148320675,0.0544684864580631,4
2022-12-13 02:54:00,0.4274688810110092,0.2107459414336416,36,0.4274688810110092,0.0719723819327603,9
2022-12-13 02:55:00,0.7150459885597229,0.4959147572517395,45,0.3550286889076233,0.0364925749599933,10
2022-12-13 02:56:00,0.4473979473114013,0.2432099302388018,105,0.4473979473114013,0.0642830292097987,15
2022-12-13 02:57:00,0.2184457518160343,0.1568900314033574,120,0.2184457518160343,0.0605178471181327,16
2022-12-13 02:58:00,0.6332311630249023,0.3694401302815934,2080,0.6332311630249023,0.1219576257710022,65
2022-12-13 02:59:00,0.8326482772827148,0.4902608561650163,1830,0.8326482772827148,0.1378584100978441,61
2022-12-13 03:00:00,0.781445637345314,0.6151500420863599,528,0.2473040968179702,0.0647336471967997,33
2022-12-13 03:01:00,0.8439896702766418,0.7205893993377686,300,0.167770504951477,0.0403662286698818,25
2022-12-13 03:02:00,0.8252113163471222,0.5039382762078083,66,0.8252113163471222,0.1318641513898984,12
2022-12-13 03:03:00,0.7156931757926941,0.4876767694950104,10,0.5271293483674526,0.0772715955972671,5
2022-12-13 03:04:00,0.7856467962265015,0.7856467962265015,1,0.0,0.0,2
