created_at,q1,q2,q3,mean,stdev
2022-01-31 15:00:00,0.007621452212333679,0.028368918225169182,0.21255585551261902,0.13732856512069702,0.18421411514282227
2022-01-31 15:01:00,0.156757190823555,0.22367815673351288,0.28774530440568924,0.2537511885166168,0.16967210173606873
2022-01-31 15:02:00,0.02211090363562107,0.2308300882577896,0.4405578076839447,0.27340731024742126,0.31057000160217285
2022-01-31 15:03:00,0.17614027857780457,0.33270445466041565,0.5948396325111389,0.39089101552963257,0.26514360308647156
2022-01-31 15:04:00,0.10941518098115921,0.37875181436538696,0.5049403309822083,0.33069637417793274,0.25137409567832947
2022-01-31 15:05:00,0.3080504611134529,0.4473187327384949,0.5323337912559509,0.3946046233177185,0.21773099899291992
2022-01-31 15:06:00,0.313380666077137,0.3975815922021866,0.5690424591302872,0.4342690110206604,0.15928013622760773
2022-01-31 15:07:00,0.2237430177628994,0.3054191619157791,0.4976256266236305,0.3785887360572815,0.18918077647686005
2022-01-31 15:08:00,0.2100008800625801,0.36087968945503235,0.44411763548851013,0.34911948442459106,0.16186198592185974
2022-01-31 15:09:00,0.2708064019680023,0.4129279851913452,0.4889235347509384,0.39845502376556396,0.16669698059558868
2022-01-31 15:10:00,0.26902298629283905,0.40693503618240356,0.5104928761720657,0.41297808289527893,0.18288744986057281
2022-01-31 15:11:00,0.11226256191730499,0.3991685211658478,0.5113381743431091,0.35284629464149475,0.20162072777748108
2022-01-31 15:12:00,0.34029683470726013,0.385810911655426,0.46291491389274597,0.4044729769229889,0.09894556552171707
2022-01-31 15:13:00,0.24034206196665764,0.3770616799592972,0.4677828401327133,0.37102141976356506,0.16238586604595184
2022-01-31 15:14:00,0.24697863310575485,0.2918154001235962,0.34547197073698044,0.2841259241104126,0.07516340911388397
2022-01-31 15:15:00,0.41760483384132385,0.5067756175994873,0.614872395992279,0.526608407497406,0.1323772817850113
2022-01-31 15:16:00,0.0,0.0,0.0,0.0,0.0
2022-01-31 15:17:00,0.25462307780981064,0.2648656964302063,0.3748058080673218,0.38507533073425293,0.24371404945850372
2022-01-31 15:18:00,0.46002408117055893,0.48660627007484436,0.5541971176862717,0.5206369757652283,0.12087138742208481
2022-01-31 15:19:00,0.28301575779914856,0.3115938603878021,0.4284975379705429,0.3704775869846344,0.12587140500545502
2022-01-31 15:20:00,0.4665660634636879,0.5422555804252625,0.5812674760818481,0.5169590711593628,0.07762335985898972
2022-01-31 15:21:00,0.23260743916034698,0.3443174362182617,0.4579530358314514,0.35114631056785583,0.13539820909500122
2022-01-31 15:22:00,0.3619459420442581,0.5242195725440979,0.5679472386837006,0.4451889097690582,0.177239790558815
2022-01-31 15:23:00,0.08836157619953156,0.1564328521490097,0.4041985869407654,0.2835923433303833,0.25223639607429504
2022-01-31 15:24:00,0.126639686524868,0.2546498775482178,0.432838037610054,0.29020819067955017,0.17763476073741913
2022-01-31 15:25:00,0.37682078033685684,0.4351475089788437,0.49597929418087006,0.4432048201560974,0.12385017424821854
2022-01-31 15:26:00,0.3231702372431755,0.33021968603134155,0.4191936105489731,0.3738156855106354,0.0889754667878151
2022-01-31 15:27:00,0.1307577546685934,0.1838458925485611,0.23573560267686844,0.17991505563259125,0.05866909399628639
2022-01-31 15:28:00,0.3591955900192261,0.462433323264122,0.5630411207675934,0.46154820919036865,0.17793098092079163
2022-01-31 15:29:00,0.2517487704753876,0.35251671075820923,0.5136557519435883,0.385854572057724,0.18093208968639374
2022-01-31 15:30:00,0.24411818385124207,0.38531799614429474,0.5179725587368011,0.38819995522499084,0.17917762696743011
