created_at,q1,q2,q3,mean,stdev
2022-01-24 16:16:00,0.2531019002199173,0.3686005473136902,0.45457931607961655,0.35939038,0.12156163
2022-01-24 16:17:00,0.641420304775238,0.641420304775238,0.641420304775238,0.6414203,0.0
2022-01-24 16:18:00,0.35720711946487427,0.35720711946487427,0.35720711946487427,0.35720712,0.0
2022-01-24 16:19:00,0.31484827399253845,0.5769786238670349,0.6398693323135376,0.5405382,0.20921127
2022-01-24 16:20:00,0.22122198343276978,0.4745005667209625,0.6718039512634277,0.4604942,0.25027826
2022-01-24 16:21:00,0.3425091430544853,0.47593526542186737,0.6189182549715042,0.49103808,0.18759868
2022-01-24 16:22:00,0.3016243726015091,0.5115005075931549,0.6671231240034103,0.48860815,0.22429404
2022-01-24 16:23:00,0.4115011692047119,0.5798783898353577,0.6730354726314545,0.52543694,0.20920812
2022-01-24 16:24:00,0.3639764338731766,0.5217494666576385,0.660217747092247,0.4995044,0.19884339
2022-01-24 16:25:00,0.4088253527879715,0.49679034948349,0.562202125787735,0.49158654,0.12524892
2022-01-24 16:26:00,0.47863467782735825,0.5815265774726868,0.6682742089033127,0.5692286,0.1324067
2022-01-24 16:27:00,0.2811824381351471,0.4147443473339081,0.529553234577179,0.41077533,0.1806414
2022-01-24 16:28:00,0.29145877808332443,0.4534701108932495,0.5961844176054001,0.44339433,0.20782585
2022-01-24 16:29:00,0.27871595323085785,0.4762194752693176,0.6397645771503448,0.45534703,0.22658327
2022-01-24 16:30:00,0.38960592448711395,0.4963013231754303,0.5962667763233185,0.4975283,0.14998583
2022-01-24 16:31:00,0.3202076256275177,0.4492757022380829,0.6774140000343323,0.47325778,0.20551103
2022-01-24 16:32:00,0.2672326862812042,0.38801121711730957,0.5084216594696045,0.39129236,0.18050759
2022-01-24 16:33:00,0.29591068625450134,0.4656674563884735,0.592595100402832,0.44415513,0.20553346
2022-01-24 16:34:00,0.2037925161421299,0.3561016768217087,0.4806100130081177,0.34334093,0.19122861
