,created_at,tweet
0,2022-01-24 16:16:00,5
1,2022-01-24 16:17:00,3
2,2022-01-24 16:18:00,2
3,2022-01-24 16:19:00,7
4,2022-01-24 16:20:00,18
5,2022-01-24 16:21:00,20
6,2022-01-24 16:22:00,31
7,2022-01-24 16:23:00,37
8,2022-01-24 16:24:00,32
9,2022-01-24 16:25:00,30
10,2022-01-24 16:26:00,30
11,2022-01-24 16:27:00,40
12,2022-01-24 16:28:00,31
13,2022-01-24 16:29:00,28
14,2022-01-24 16:30:00,40
15,2022-01-24 16:31:00,27
16,2022-01-24 16:32:00,24
17,2022-01-24 16:33:00,28
18,2022-01-24 16:34:00,22
