,created_at,tweet,like
0,2022-01-17 13:00:00,2,0
1,2022-01-17 13:01:00,13,6
2,2022-01-17 13:02:00,7,10
3,2022-01-17 13:03:00,10,3
4,2022-01-17 13:04:00,13,28
5,2022-01-17 13:05:00,14,8
6,2022-01-17 13:06:00,14,9
7,2022-01-17 13:07:00,9,6
8,2022-01-17 13:08:00,10,2
9,2022-01-17 13:09:00,7,3
10,2022-01-17 13:10:00,12,7
11,2022-01-17 13:11:00,24,10
12,2022-01-17 13:12:00,20,22
13,2022-01-17 13:13:00,17,12
14,2022-01-17 13:14:00,18,22
15,2022-01-17 13:15:00,28,37
16,2022-01-17 13:16:00,22,23
17,2022-01-17 13:17:00,7,14
18,2022-01-17 13:18:00,13,24
19,2022-01-17 13:19:00,7,10
20,2022-01-17 13:20:00,4,2
21,2022-01-17 13:21:00,11,306
22,2022-01-17 13:22:00,4,3
23,2022-01-17 13:23:00,14,22
24,2022-01-17 13:24:00,21,59
25,2022-01-17 13:25:00,8,57
26,2022-01-17 13:26:00,11,7
27,2022-01-17 13:27:00,4,7
28,2022-01-17 13:28:00,2,2
29,2022-01-17 13:29:00,3,1
30,2022-01-17 13:30:00,2,1
31,2022-01-17 13:31:00,3,4
32,2022-01-17 13:32:00,2,3
33,2022-01-17 13:33:00,3,2
34,2022-01-17 13:34:00,3,46
35,2022-01-17 13:35:00,10,5
36,2022-01-17 13:36:00,20,19
37,2022-01-17 13:37:00,17,14
38,2022-01-17 13:38:00,11,17
39,2022-01-17 13:39:00,9,4
40,2022-01-17 13:40:00,21,22
41,2022-01-17 13:41:00,12,7
42,2022-01-17 13:42:00,11,8
43,2022-01-17 13:43:00,5,3
44,2022-01-17 13:44:00,7,13
45,2022-01-17 13:45:00,6,3
46,2022-01-17 13:46:00,10,13
47,2022-01-17 13:47:00,13,7
48,2022-01-17 13:48:00,10,9
49,2022-01-17 13:49:00,8,9
50,2022-01-17 13:50:00,8,183
51,2022-01-17 13:51:00,10,10
52,2022-01-17 13:52:00,10,15
53,2022-01-17 13:53:00,8,2
54,2022-01-17 13:54:00,5,3
55,2022-01-17 13:55:00,4,5
56,2022-01-17 13:56:00,5,1
57,2022-01-17 13:57:00,11,4
58,2022-01-17 13:58:00,15,17
59,2022-01-17 13:59:00,9,5
60,2022-01-17 14:00:00,17,6
61,2022-01-17 14:01:00,7,8
62,2022-01-17 14:02:00,7,5
63,2022-01-17 14:03:00,10,10
64,2022-01-17 14:04:00,5,21
65,2022-01-17 14:05:00,9,5
66,2022-01-17 14:06:00,5,3
67,2022-01-17 14:07:00,8,6
68,2022-01-17 14:08:00,8,4
69,2022-01-17 14:09:00,7,7
70,2022-01-17 14:10:00,5,2
71,2022-01-17 14:11:00,4,1
72,2022-01-17 14:12:00,6,5
73,2022-01-17 14:13:00,11,7
74,2022-01-17 14:14:00,22,12
75,2022-01-17 14:15:00,31,31
76,2022-01-17 14:16:00,37,22
77,2022-01-17 14:17:00,27,14
78,2022-01-17 14:18:00,32,21
79,2022-01-17 14:19:00,21,23
80,2022-01-17 14:20:00,25,70
81,2022-01-17 14:21:00,22,78
82,2022-01-17 14:22:00,23,23
83,2022-01-17 14:23:00,18,98
84,2022-01-17 14:24:00,16,118
85,2022-01-17 14:25:00,16,112
86,2022-01-17 14:26:00,8,23
87,2022-01-17 14:27:00,12,56
88,2022-01-17 14:28:00,4,4
89,2022-01-17 14:29:00,5,4
90,2022-01-17 14:30:00,4,3
91,2022-01-17 14:31:00,2,2
92,2022-01-17 14:32:00,2,2
93,2022-01-17 14:33:00,4,5
94,2022-01-17 14:34:00,3,0
95,2022-01-17 14:35:00,11,14
96,2022-01-17 14:36:00,3,8
97,2022-01-17 14:37:00,8,11
98,2022-01-17 14:38:00,8,132
99,2022-01-17 14:39:00,11,12
100,2022-01-17 14:40:00,4,1
101,2022-01-17 14:41:00,6,6
102,2022-01-17 14:42:00,3,7
103,2022-01-17 14:43:00,3,4
104,2022-01-17 14:44:00,6,5
105,2022-01-17 14:45:00,11,12
106,2022-01-17 14:46:00,14,3
107,2022-01-17 14:47:00,17,5
108,2022-01-17 14:48:00,9,2
109,2022-01-17 14:49:00,9,4
110,2022-01-17 14:50:00,3,3
111,2022-01-17 14:51:00,3,2
112,2022-01-17 14:52:00,3,6
113,2022-01-17 14:53:00,0,0
114,2022-01-17 14:54:00,2,3
115,2022-01-17 14:55:00,0,0
116,2022-01-17 14:56:00,5,6
117,2022-01-17 14:57:00,6,9
118,2022-01-17 14:58:00,12,7
119,2022-01-17 14:59:00,8,2
120,2022-01-17 15:00:00,2,0
121,2022-01-17 15:01:00,6,5
122,2022-01-17 15:02:00,5,6
123,2022-01-17 15:03:00,5,1
124,2022-01-17 15:04:00,6,9
125,2022-01-17 15:05:00,4,9
126,2022-01-17 15:06:00,8,7
127,2022-01-17 15:07:00,14,7
128,2022-01-17 15:08:00,8,0
129,2022-01-17 15:09:00,7,93
130,2022-01-17 15:10:00,10,3
131,2022-01-17 15:11:00,9,10
132,2022-01-17 15:12:00,8,10
133,2022-01-17 15:13:00,12,12
134,2022-01-17 15:14:00,9,7
135,2022-01-17 15:15:00,15,51
136,2022-01-17 15:16:00,5,4
137,2022-01-17 15:17:00,8,4
138,2022-01-17 15:18:00,7,4
139,2022-01-17 15:19:00,10,12
140,2022-01-17 15:20:00,5,204
141,2022-01-17 15:21:00,5,3
142,2022-01-17 15:22:00,7,3
143,2022-01-17 15:23:00,4,2
144,2022-01-17 15:24:00,7,6
145,2022-01-17 15:25:00,1,0
146,2022-01-17 15:26:00,13,13
147,2022-01-17 15:27:00,7,18
148,2022-01-17 15:28:00,11,14
149,2022-01-17 15:29:00,9,7
150,2022-01-17 15:30:00,3,3
151,2022-01-17 15:31:00,0,0
152,2022-01-17 15:32:00,4,21
153,2022-01-17 15:33:00,1,3
154,2022-01-17 15:34:00,1,3
