,created_at,tweet,like
0,2022-01-24 15:00:00,29,109
1,2022-01-24 15:01:00,15,37
2,2022-01-24 15:02:00,53,113
3,2022-01-24 15:03:00,57,340
4,2022-01-24 15:04:00,90,166
5,2022-01-24 15:05:00,60,136
6,2022-01-24 15:06:00,66,129
7,2022-01-24 15:07:00,38,171
8,2022-01-24 15:08:00,22,659
9,2022-01-24 15:09:00,11,61
10,2022-01-24 15:10:00,27,40
11,2022-01-24 15:11:00,26,90
12,2022-01-24 15:12:00,12,46
13,2022-01-24 15:13:00,13,21
14,2022-01-24 15:14:00,17,60
15,2022-01-24 15:15:00,10,45
16,2022-01-24 15:16:00,16,30
17,2022-01-24 15:17:00,18,58
18,2022-01-24 15:18:00,23,457
19,2022-01-24 15:19:00,37,44
20,2022-01-24 15:20:00,38,78
21,2022-01-24 15:21:00,40,207
22,2022-01-24 15:22:00,44,174
23,2022-01-24 15:23:00,31,24
24,2022-01-24 15:24:00,23,44
25,2022-01-24 15:25:00,13,378
26,2022-01-24 15:26:00,16,25
27,2022-01-24 15:27:00,15,36
28,2022-01-24 15:28:00,22,42
29,2022-01-24 15:29:00,8,22
30,2022-01-24 15:30:00,10,10
31,2022-01-24 15:31:00,11,376
32,2022-01-24 15:32:00,13,62
33,2022-01-24 15:33:00,11,20
34,2022-01-24 15:34:00,7,11
35,2022-01-24 15:35:00,7,69
36,2022-01-24 15:36:00,7,173
37,2022-01-24 15:37:00,9,9
38,2022-01-24 15:38:00,10,539
39,2022-01-24 15:39:00,14,41
40,2022-01-24 15:40:00,12,65
41,2022-01-24 15:41:00,8,28
42,2022-01-24 15:42:00,7,20
43,2022-01-24 15:43:00,8,16
44,2022-01-24 15:44:00,4,42
45,2022-01-24 15:45:00,8,768
46,2022-01-24 15:46:00,2,8
47,2022-01-24 15:47:00,0,0
48,2022-01-24 15:48:00,1,9
49,2022-01-24 15:49:00,10,27
50,2022-01-24 15:50:00,9,44
51,2022-01-24 15:51:00,14,90
52,2022-01-24 15:52:00,15,78
53,2022-01-24 15:53:00,8,32
54,2022-01-24 15:54:00,3,10
55,2022-01-24 15:55:00,1,5
56,2022-01-24 15:56:00,2,4
57,2022-01-24 15:57:00,3,4
58,2022-01-24 15:58:00,5,14
59,2022-01-24 15:59:00,3,3
60,2022-01-24 16:00:00,3,2
61,2022-01-24 16:01:00,7,84
62,2022-01-24 16:02:00,9,9
63,2022-01-24 16:03:00,8,15
64,2022-01-24 16:04:00,7,19
65,2022-01-24 16:05:00,10,20
66,2022-01-24 16:06:00,7,29
67,2022-01-24 16:07:00,12,22
68,2022-01-24 16:08:00,9,232
69,2022-01-24 16:09:00,8,18
70,2022-01-24 16:10:00,9,27
71,2022-01-24 16:11:00,10,26
72,2022-01-24 16:12:00,12,66
73,2022-01-24 16:13:00,11,15
74,2022-01-24 16:14:00,12,26
75,2022-01-24 16:15:00,8,16
76,2022-01-24 16:16:00,4,9
77,2022-01-24 16:17:00,3,15
78,2022-01-24 16:18:00,1,1
79,2022-01-24 16:19:00,7,8
80,2022-01-24 16:20:00,17,17
81,2022-01-24 16:21:00,19,49
82,2022-01-24 16:22:00,28,62
83,2022-01-24 16:23:00,36,105
84,2022-01-24 16:24:00,31,120
85,2022-01-24 16:25:00,28,42
86,2022-01-24 16:26:00,27,817
87,2022-01-24 16:27:00,36,83
88,2022-01-24 16:28:00,27,93
89,2022-01-24 16:29:00,25,190
90,2022-01-24 16:30:00,39,132
91,2022-01-24 16:31:00,26,543
92,2022-01-24 16:32:00,22,621
93,2022-01-24 16:33:00,25,117
94,2022-01-24 16:34:00,19,753
95,2022-01-24 16:35:00,21,50
96,2022-01-24 16:36:00,20,83
97,2022-01-24 16:37:00,20,47
98,2022-01-24 16:38:00,28,111
99,2022-01-24 16:39:00,11,29
100,2022-01-24 16:40:00,15,29
101,2022-01-24 16:41:00,18,696
102,2022-01-24 16:42:00,18,79
103,2022-01-24 16:43:00,7,45
104,2022-01-24 16:44:00,20,61
105,2022-01-24 16:45:00,41,182
106,2022-01-24 16:46:00,23,108
107,2022-01-24 16:47:00,17,51
108,2022-01-24 16:48:00,11,85
109,2022-01-24 16:49:00,19,77
110,2022-01-24 16:50:00,10,36
111,2022-01-24 16:51:00,18,80
112,2022-01-24 16:52:00,18,145
113,2022-01-24 16:53:00,5,229
114,2022-01-24 16:54:00,3,10
