,created_at,counts
65,2022-12-18 19:35:00,2256
66,2022-12-18 19:36:00,2257
67,2022-12-18 19:37:00,1418
68,2022-12-18 19:38:00,1412
69,2022-12-18 19:39:00,2879
70,2022-12-18 19:40:00,2062
71,2022-12-18 19:41:00,1853
72,2022-12-18 19:42:00,4173
73,2022-12-18 19:43:00,2445
74,2022-12-18 19:44:00,1691
75,2022-12-18 19:45:00,1212
76,2022-12-18 19:46:00,1096
77,2022-12-18 19:47:00,1000
78,2022-12-18 19:48:00,859
79,2022-12-18 19:49:00,694
80,2022-12-18 19:50:00,594
81,2022-12-18 19:51:00,1725
82,2022-12-18 19:52:00,1433
83,2022-12-18 19:53:00,1574
84,2022-12-18 19:54:00,1092
85,2022-12-18 19:55:00,1150
86,2022-12-18 19:56:00,978
87,2022-12-18 19:57:00,835
88,2022-12-18 19:58:00,850
89,2022-12-18 19:59:00,1779
90,2022-12-18 20:00:00,882
91,2022-12-18 20:01:00,506
92,2022-12-18 20:02:00,873
93,2022-12-18 20:03:00,1200
94,2022-12-18 20:04:00,3128
95,2022-12-18 20:05:00,2215
96,2022-12-18 20:06:00,2758
97,2022-12-18 20:07:00,1601
98,2022-12-18 20:08:00,1138
99,2022-12-18 20:09:00,1204
100,2022-12-18 20:10:00,1666
101,2022-12-18 20:11:00,1792
102,2022-12-18 20:12:00,814
103,2022-12-18 20:13:00,798
104,2022-12-18 20:14:00,828
105,2022-12-18 20:15:00,1133
106,2022-12-18 20:16:00,3643
107,2022-12-18 20:17:00,3499
108,2022-12-18 20:18:00,3463
109,2022-12-18 20:19:00,2354
110,2022-12-18 20:20:00,1532
111,2022-12-18 20:21:00,2025
112,2022-12-18 20:22:00,2293
113,2022-12-18 20:23:00,1604
114,2022-12-18 20:24:00,960
115,2022-12-18 20:25:00,821
116,2022-12-18 20:26:00,724
117,2022-12-18 20:27:00,1197
118,2022-12-18 20:28:00,1121
119,2022-12-18 20:29:00,541
120,2022-12-18 20:30:00,684
121,2022-12-18 20:31:00,924
122,2022-12-18 20:32:00,1031
123,2022-12-18 20:33:00,2604
124,2022-12-18 20:34:00,1756
125,2022-12-18 20:35:00,1615
126,2022-12-18 20:36:00,1355
127,2022-12-18 20:37:00,1594
128,2022-12-18 20:38:00,1570
129,2022-12-18 20:39:00,603
130,2022-12-18 20:40:00,610
131,2022-12-18 20:41:00,600
132,2022-12-18 20:42:00,824
133,2022-12-18 20:43:00,1753
134,2022-12-18 20:44:00,1618
135,2022-12-18 20:45:00,1412
136,2022-12-18 20:46:00,1033
137,2022-12-18 20:47:00,843
138,2022-12-18 20:48:00,709
139,2022-12-18 20:49:00,551
140,2022-12-18 20:50:00,722
141,2022-12-18 20:51:00,895
142,2022-12-18 20:52:00,2252
143,2022-12-18 20:53:00,605
144,2022-12-18 20:54:00,447
145,2022-12-18 20:55:00,1095
146,2022-12-18 20:56:00,2196
147,2022-12-18 20:57:00,3685
148,2022-12-18 20:58:00,2213
149,2022-12-18 20:59:00,2130
150,2022-12-18 21:00:00,2106
151,2022-12-18 21:01:00,1051
152,2022-12-18 21:02:00,913
153,2022-12-18 21:03:00,1068
154,2022-12-18 21:04:00,2669
155,2022-12-18 21:05:00,1079
156,2022-12-18 21:06:00,554
157,2022-12-18 21:07:00,715
158,2022-12-18 21:08:00,663
159,2022-12-18 21:09:00,2039
160,2022-12-18 21:10:00,1411
161,2022-12-18 21:11:00,1557
162,2022-12-18 21:12:00,1046
163,2022-12-18 21:13:00,818
164,2022-12-18 21:14:00,688
165,2022-12-18 21:15:00,1135
166,2022-12-18 21:16:00,976
167,2022-12-18 21:17:00,613
168,2022-12-18 21:18:00,688
169,2022-12-18 21:19:00,789
170,2022-12-18 21:20:00,416
171,2022-12-18 21:21:00,717
172,2022-12-18 21:22:00,1370
173,2022-12-18 21:23:00,1881
174,2022-12-18 21:24:00,2850
175,2022-12-18 21:25:00,3025
176,2022-12-18 21:26:00,2482
177,2022-12-18 21:27:00,1562
178,2022-12-18 21:28:00,1294
179,2022-12-18 21:29:00,966
180,2022-12-18 21:30:00,1525
181,2022-12-18 21:31:00,1059
182,2022-12-18 21:32:00,867
183,2022-12-18 21:33:00,700
184,2022-12-18 21:34:00,628
185,2022-12-18 21:35:00,655
186,2022-12-18 21:36:00,683
187,2022-12-18 21:37:00,1039
188,2022-12-18 21:38:00,1034
189,2022-12-18 21:39:00,915
190,2022-12-18 21:40:00,2099
191,2022-12-18 21:41:00,2948
192,2022-12-18 21:42:00,2535
193,2022-12-18 21:43:00,1276
194,2022-12-18 21:44:00,820
195,2022-12-18 21:45:00,768
196,2022-12-18 21:46:00,819
197,2022-12-18 21:47:00,2408
198,2022-12-18 21:48:00,1701
199,2022-12-18 21:49:00,828
200,2022-12-18 21:50:00,708
201,2022-12-18 21:51:00,930
202,2022-12-18 21:52:00,1000
203,2022-12-18 21:53:00,4841
204,2022-12-18 21:54:00,4316
205,2022-12-18 21:55:00,3611
206,2022-12-18 21:56:00,2408
207,2022-12-18 21:57:00,1733
208,2022-12-18 21:58:00,1678
209,2022-12-18 21:59:00,1613
210,2022-12-18 22:00:00,1990
211,2022-12-18 22:01:00,2663
212,2022-12-18 22:02:00,2385
213,2022-12-18 22:03:00,1433
214,2022-12-18 22:04:00,1136
215,2022-12-18 22:05:00,1852
216,2022-12-18 22:06:00,9296
217,2022-12-18 22:07:00,6701
218,2022-12-18 22:08:00,4484
219,2022-12-18 22:09:00,3334
220,2022-12-18 22:10:00,3019
221,2022-12-18 22:11:00,2560
222,2022-12-18 22:12:00,2060
223,2022-12-18 22:13:00,1564
224,2022-12-18 22:14:00,1246
