,created_at,counts
124,2022-12-18 20:34:00,1766
125,2022-12-18 20:35:00,1624
126,2022-12-18 20:36:00,1356
127,2022-12-18 20:37:00,1599
128,2022-12-18 20:38:00,1575
129,2022-12-18 20:39:00,606
130,2022-12-18 20:40:00,611
131,2022-12-18 20:41:00,602
132,2022-12-18 20:42:00,828
133,2022-12-18 20:43:00,1755
134,2022-12-18 20:44:00,1622
135,2022-12-18 20:45:00,1416
136,2022-12-18 20:46:00,1037
137,2022-12-18 20:47:00,847
138,2022-12-18 20:48:00,714
139,2022-12-18 20:49:00,553
140,2022-12-18 20:50:00,730
141,2022-12-18 20:51:00,902
142,2022-12-18 20:52:00,2254
143,2022-12-18 20:53:00,606
144,2022-12-18 20:54:00,452
145,2022-12-18 20:55:00,1097
146,2022-12-18 20:56:00,2198
147,2022-12-18 20:57:00,3687
148,2022-12-18 20:58:00,2214
149,2022-12-18 20:59:00,2141
150,2022-12-18 21:00:00,2108
151,2022-12-18 21:01:00,1055
152,2022-12-18 21:02:00,913
153,2022-12-18 21:03:00,1069
154,2022-12-18 21:04:00,2670
155,2022-12-18 21:05:00,1081
156,2022-12-18 21:06:00,555
157,2022-12-18 21:07:00,717
158,2022-12-18 21:08:00,663
159,2022-12-18 21:09:00,2042
160,2022-12-18 21:10:00,1418
161,2022-12-18 21:11:00,1562
162,2022-12-18 21:12:00,1052
163,2022-12-18 21:13:00,823
164,2022-12-18 21:14:00,691
165,2022-12-18 21:15:00,1137
166,2022-12-18 21:16:00,984
167,2022-12-18 21:17:00,615
168,2022-12-18 21:18:00,693
169,2022-12-18 21:19:00,797
170,2022-12-18 21:20:00,420
171,2022-12-18 21:21:00,719
172,2022-12-18 21:22:00,1372
173,2022-12-18 21:23:00,1883
174,2022-12-18 21:24:00,2855
175,2022-12-18 21:25:00,3041
176,2022-12-18 21:26:00,2502
177,2022-12-18 21:27:00,1568
178,2022-12-18 21:28:00,1296
179,2022-12-18 21:29:00,968
180,2022-12-18 21:30:00,1529
181,2022-12-18 21:31:00,1069
182,2022-12-18 21:32:00,876
183,2022-12-18 21:33:00,707
184,2022-12-18 21:34:00,629
185,2022-12-18 21:35:00,656
186,2022-12-18 21:36:00,686
187,2022-12-18 21:37:00,1045
188,2022-12-18 21:38:00,1034
189,2022-12-18 21:39:00,916
190,2022-12-18 21:40:00,2100
191,2022-12-18 21:41:00,2949
192,2022-12-18 21:42:00,2539
193,2022-12-18 21:43:00,1279
194,2022-12-18 21:44:00,820
195,2022-12-18 21:45:00,770
196,2022-12-18 21:46:00,820
197,2022-12-18 21:47:00,2409
198,2022-12-18 21:48:00,1705
199,2022-12-18 21:49:00,830
200,2022-12-18 21:50:00,712
201,2022-12-18 21:51:00,930
202,2022-12-18 21:52:00,1003
203,2022-12-18 21:53:00,4845
204,2022-12-18 21:54:00,4325
205,2022-12-18 21:55:00,3617
206,2022-12-18 21:56:00,2412
207,2022-12-18 21:57:00,1736
208,2022-12-18 21:58:00,1681
209,2022-12-18 21:59:00,1615
210,2022-12-18 22:00:00,1993
211,2022-12-18 22:01:00,2663
212,2022-12-18 22:02:00,2385
213,2022-12-18 22:03:00,1435
214,2022-12-18 22:04:00,1139
215,2022-12-18 22:05:00,1854
216,2022-12-18 22:06:00,9297
217,2022-12-18 22:07:00,6706
218,2022-12-18 22:08:00,4484
219,2022-12-18 22:09:00,3334
220,2022-12-18 22:10:00,3021
221,2022-12-18 22:11:00,2561
222,2022-12-18 22:12:00,2061
223,2022-12-18 22:13:00,1566
224,2022-12-18 22:14:00,1246
