created_at,tweet_id,text,author_id,username,like_count,retweet_count
2023-01-15 11:59:54,1614457317944332294,これが選曲の切り札か。 もう離さへんのや～なのね(笑) #nichiten,618084430,cominglisten,0,0
2023-01-15 11:59:44,1614457276047446027,黒木華ちゃんの『凪のお暇』も『重版出来！』も良かったなぁ。   #nichiten,1409657094,torotaku7,1,0
2023-01-15 11:59:33,1614457229981417473,中尾明慶さん、好きな俳優さん😆#nichiten,1103562040705077248,mattu_purple,0,0
2023-01-15 11:59:13,1614457147601088513,安住さん🥸中澤さん👸 高橋洋子さん👸 今日も楽しい2時間でした！ 安住さん🥸、 お身体をお大事に、生活も大切に、 1日も早い完全なご快復を 心よりお祈りしています。 ごきげんよう。さよなら👋です。 #nichiten #日曜天国,253432251,chico_080909,7,0
2023-01-15 11:59:10,1614457133365592064,エンディングは 「show me」 コロナに罹った安住さんが コロナをないがしろにする 政府へのアンチテーゼ 勝手にこじつけてみる  #nichiten,110780230,kogahi,0,0
2023-01-15 11:59:03,1614457104244543492,「白い巨塔」の東野英治郎、もとい、局長、ユミタソ、そしてスタッフの皆さん、今週も楽しい放送ありがとうございました😃 また来週👋   #nichiten,1298962901399506945,AddictTbs,4,0
2023-01-15 11:59:00,1614457091913285633,久々の日常に戻った感じで楽しかった！黒木華さんって確かTBSラジオヘビーリスナーだったはず。来週も楽しみだー😂お疲れ様でした！#nichiten,1879003028,PipipoPipipoo,5,0
2023-01-15 11:58:56,1614457076025298944,OneTalkはワンタップでランダムな人と通話ができます！！ 一期一会の会話がここではできます！！ 嫌な人は簡単にブロック！！ https://t.co/XnRb2Sc1Cl #ドンブラザーズ #高橋幸宏さん #nichiten #ワイドナショー #ポケモン1000種類超えました #仮面ライダーギーツ #ルミちゃん,1339594009451249664,ngongoaa,0,0
2023-01-15 11:58:55,1614457069347954691,高橋洋子さんのトークは中身も勢いも凄かった！歌手としての変遷も介護職のことも。安住さん、早く良い声に戻りますように！楽しかった！また来週、ごきげんよう～😊    #nichiten,315560681,foxtail26,1,0
2023-01-15 11:58:44,1614457023063814150,おおー！来週ゲスト黒木華さん超たのしみ！ #nichiten,981058655012311040,shirokumanow1,1,0
2023-01-15 11:58:42,1614457016155787266,アズミン、全然聞きづらくなかったですよ😊 流石です🌷 コロナの症状は、かなり長引きます。どうぞお大事になさってください❤️  中澤さんも、お体気をつけて❤️   #nichiten また来週📻.•*¨*•.¸¸♬,2461191708,crest0406,5,0
2023-01-15 11:58:38,1614457000578121728,改めて日曜天国大好きです😊 今日も楽しい放送ありがとうございました。安住さん喉お大事に！  皆さま良い日曜日を～✨  #nichiten,3039691807,SNemunemu,3,0
2023-01-15 11:58:30,1614456965136265223,安住紳一郎の日曜天国 | TBSラジオ  https://t.co/Qw6dfpHQJx #radiko #安住紳一郎 #中澤有美子 #nichiten #日曜天国   1:01:30くらいから高橋洋子さんのターン,48971559,n_kuramoto,1,0
2023-01-15 11:58:29,1614456960451215360,安住さん&amp;中澤さん&amp;スタッフのみなさん今日も楽しい放送をありがとうございました♫#nichiten,919807629802606593,jine_ortensia,4,0
