,created_at,tweet,like
0,2022-01-19 13:00:00,5,6
1,2022-01-19 13:01:00,6,4
2,2022-01-19 13:02:00,6,4
3,2022-01-19 13:03:00,10,45
4,2022-01-19 13:04:00,10,7
5,2022-01-19 13:05:00,12,20
6,2022-01-19 13:06:00,10,89
7,2022-01-19 13:07:00,7,12
8,2022-01-19 13:08:00,11,145
9,2022-01-19 13:09:00,17,19
10,2022-01-19 13:10:00,12,11
11,2022-01-19 13:11:00,17,98
12,2022-01-19 13:12:00,6,8
13,2022-01-19 13:13:00,18,16
14,2022-01-19 13:14:00,11,10
15,2022-01-19 13:15:00,14,19
16,2022-01-19 13:16:00,11,11
17,2022-01-19 13:17:00,14,14
18,2022-01-19 13:18:00,10,6
19,2022-01-19 13:19:00,22,13
20,2022-01-19 13:20:00,24,19
21,2022-01-19 13:21:00,20,18
22,2022-01-19 13:22:00,17,23
23,2022-01-19 13:23:00,20,45
24,2022-01-19 13:24:00,15,21
25,2022-01-19 13:25:00,11,22
26,2022-01-19 13:26:00,14,23
27,2022-01-19 13:27:00,10,7
28,2022-01-19 13:28:00,6,9
29,2022-01-19 13:29:00,14,25
30,2022-01-19 13:30:00,18,42
31,2022-01-19 13:31:00,9,69
32,2022-01-19 13:32:00,6,3
33,2022-01-19 13:33:00,4,5
34,2022-01-19 13:34:00,1,1
35,2022-01-19 13:35:00,2,1
36,2022-01-19 13:36:00,0,0
37,2022-01-19 13:37:00,2,3
38,2022-01-19 13:38:00,4,3
39,2022-01-19 13:39:00,6,3
40,2022-01-19 13:40:00,6,6
41,2022-01-19 13:41:00,12,17
42,2022-01-19 13:42:00,14,29
43,2022-01-19 13:43:00,12,36
44,2022-01-19 13:44:00,10,11
45,2022-01-19 13:45:00,11,17
46,2022-01-19 13:46:00,6,9
47,2022-01-19 13:47:00,13,9
48,2022-01-19 13:48:00,5,5
49,2022-01-19 13:49:00,8,6
50,2022-01-19 13:50:00,9,13
51,2022-01-19 13:51:00,9,10
52,2022-01-19 13:52:00,5,8
53,2022-01-19 13:53:00,6,4
54,2022-01-19 13:54:00,8,9
55,2022-01-19 13:55:00,3,1
56,2022-01-19 13:56:00,4,2
57,2022-01-19 13:57:00,5,2
58,2022-01-19 13:58:00,7,2
59,2022-01-19 13:59:00,6,2
60,2022-01-19 14:00:00,11,6
61,2022-01-19 14:01:00,17,2
62,2022-01-19 14:02:00,22,15
63,2022-01-19 14:03:00,33,15
64,2022-01-19 14:04:00,12,38
65,2022-01-19 14:05:00,10,5
66,2022-01-19 14:06:00,12,506
67,2022-01-19 14:07:00,10,11
68,2022-01-19 14:08:00,8,81
69,2022-01-19 14:09:00,10,3
70,2022-01-19 14:10:00,10,209
71,2022-01-19 14:11:00,7,2
72,2022-01-19 14:12:00,19,6
73,2022-01-19 14:13:00,11,4
74,2022-01-19 14:14:00,17,12
75,2022-01-19 14:15:00,11,6
76,2022-01-19 14:16:00,12,5
77,2022-01-19 14:17:00,13,8
78,2022-01-19 14:18:00,13,4
79,2022-01-19 14:19:00,10,4
80,2022-01-19 14:20:00,13,8
81,2022-01-19 14:21:00,11,10
82,2022-01-19 14:22:00,9,10
83,2022-01-19 14:23:00,7,12
84,2022-01-19 14:24:00,7,8
85,2022-01-19 14:25:00,6,4
86,2022-01-19 14:26:00,11,7
87,2022-01-19 14:27:00,8,3
88,2022-01-19 14:28:00,6,0
89,2022-01-19 14:29:00,12,2
90,2022-01-19 14:30:00,1,0
91,2022-01-19 14:31:00,3,1
92,2022-01-19 14:32:00,2,0
93,2022-01-19 14:33:00,6,0
94,2022-01-19 14:34:00,8,8
95,2022-01-19 14:35:00,7,1
96,2022-01-19 14:36:00,7,0
97,2022-01-19 14:37:00,6,4
98,2022-01-19 14:38:00,2,0
99,2022-01-19 14:39:00,8,0
100,2022-01-19 14:40:00,10,7
101,2022-01-19 14:41:00,6,4
102,2022-01-19 14:42:00,11,6
103,2022-01-19 14:43:00,7,0
104,2022-01-19 14:44:00,7,2
105,2022-01-19 14:45:00,6,6
106,2022-01-19 14:46:00,8,7
107,2022-01-19 14:47:00,10,7
108,2022-01-19 14:48:00,6,10
109,2022-01-19 14:49:00,3,5
110,2022-01-19 14:50:00,2,7
111,2022-01-19 14:51:00,0,0
112,2022-01-19 14:52:00,1,0
113,2022-01-19 14:53:00,4,2
114,2022-01-19 14:54:00,2,0
115,2022-01-19 14:55:00,1,0
116,2022-01-19 14:56:00,8,11
117,2022-01-19 14:57:00,5,3
118,2022-01-19 14:58:00,3,0
119,2022-01-19 14:59:00,7,4
120,2022-01-19 15:00:00,4,0
121,2022-01-19 15:01:00,2,4
122,2022-01-19 15:02:00,7,5
123,2022-01-19 15:03:00,8,10
124,2022-01-19 15:04:00,6,4
125,2022-01-19 15:05:00,3,2
126,2022-01-19 15:06:00,7,7
127,2022-01-19 15:07:00,5,1
128,2022-01-19 15:08:00,4,4
129,2022-01-19 15:09:00,2,1
130,2022-01-19 15:10:00,4,3
131,2022-01-19 15:11:00,4,0
132,2022-01-19 15:12:00,4,1
133,2022-01-19 15:13:00,6,14
134,2022-01-19 15:14:00,3,2
135,2022-01-19 15:15:00,4,4
136,2022-01-19 15:16:00,5,5
137,2022-01-19 15:17:00,6,6
138,2022-01-19 15:18:00,9,15
139,2022-01-19 15:19:00,2,2
140,2022-01-19 15:20:00,5,16
141,2022-01-19 15:21:00,6,6
142,2022-01-19 15:22:00,5,18
143,2022-01-19 15:23:00,4,1
144,2022-01-19 15:24:00,4,5
145,2022-01-19 15:25:00,3,5
146,2022-01-19 15:26:00,2,2
147,2022-01-19 15:27:00,0,0
148,2022-01-19 15:28:00,5,3
149,2022-01-19 15:29:00,6,1
150,2022-01-19 15:30:00,4,1
151,2022-01-19 15:31:00,3,3
152,2022-01-19 15:32:00,0,0
153,2022-01-19 15:33:00,2,0
154,2022-01-19 15:34:00,1,1
