,created_at,tweet,like
0,2022-01-09 01:00:00,902,23323
1,2022-01-09 01:01:00,404,2806
2,2022-01-09 01:02:00,225,2279
3,2022-01-09 01:03:00,165,504
4,2022-01-09 01:04:00,133,457
5,2022-01-09 01:05:00,113,270
6,2022-01-09 01:06:00,92,163
7,2022-01-09 01:07:00,38,200
8,2022-01-09 01:08:00,60,151
9,2022-01-09 01:09:00,95,616
10,2022-01-09 01:10:00,69,108
11,2022-01-09 01:11:00,83,131
12,2022-01-09 01:12:00,130,239
13,2022-01-09 01:13:00,100,204
14,2022-01-09 01:14:00,93,210
15,2022-01-09 01:15:00,72,159
16,2022-01-09 01:16:00,60,145
17,2022-01-09 01:17:00,60,106
18,2022-01-09 01:18:00,92,115
19,2022-01-09 01:19:00,111,133
20,2022-01-09 01:20:00,82,81
21,2022-01-09 01:21:00,162,316
22,2022-01-09 01:22:00,205,266
23,2022-01-09 01:23:00,182,234
24,2022-01-09 01:24:00,144,156
25,2022-01-09 01:25:00,120,4605
26,2022-01-09 01:26:00,140,168
27,2022-01-09 01:27:00,120,102
28,2022-01-09 01:28:00,113,121
29,2022-01-09 01:29:00,92,99
30,2022-01-09 01:30:00,70,4225
31,2022-01-09 01:31:00,30,38
32,2022-01-09 01:32:00,83,83
33,2022-01-09 01:33:00,115,120
34,2022-01-09 01:34:00,145,164
35,2022-01-09 01:35:00,124,90
36,2022-01-09 01:36:00,129,147
37,2022-01-09 01:37:00,159,148
38,2022-01-09 01:38:00,132,141
39,2022-01-09 01:39:00,123,126
40,2022-01-09 01:40:00,145,147
41,2022-01-09 01:41:00,157,203
42,2022-01-09 01:42:00,158,222
43,2022-01-09 01:43:00,82,135
44,2022-01-09 01:44:00,36,135
45,2022-01-09 01:45:00,19,18
46,2022-01-09 01:46:00,17,39
47,2022-01-09 01:47:00,19,80
48,2022-01-09 01:48:00,18,40
49,2022-01-09 01:49:00,59,200
50,2022-01-09 01:50:00,51,85
51,2022-01-09 01:51:00,45,57
52,2022-01-09 01:52:00,66,199
53,2022-01-09 01:53:00,59,96
54,2022-01-09 01:54:00,44,54
55,2022-01-09 01:55:00,45,38
56,2022-01-09 01:56:00,64,97
57,2022-01-09 01:57:00,56,63
58,2022-01-09 01:58:00,42,72
59,2022-01-09 01:59:00,37,48
60,2022-01-09 02:00:00,66,108
61,2022-01-09 02:01:00,75,67
62,2022-01-09 02:02:00,69,144
63,2022-01-09 02:03:00,63,269
64,2022-01-09 02:04:00,36,51
65,2022-01-09 02:05:00,84,736
66,2022-01-09 02:06:00,71,79
67,2022-01-09 02:07:00,32,33
68,2022-01-09 02:08:00,26,31
69,2022-01-09 02:09:00,32,40
70,2022-01-09 02:10:00,35,75
71,2022-01-09 02:11:00,91,190
72,2022-01-09 02:12:00,57,114
73,2022-01-09 02:13:00,66,104
74,2022-01-09 02:14:00,84,178
75,2022-01-09 02:15:00,98,121
76,2022-01-09 02:16:00,153,227
77,2022-01-09 02:17:00,172,206
78,2022-01-09 02:18:00,118,147
79,2022-01-09 02:19:00,124,205
80,2022-01-09 02:20:00,157,220
81,2022-01-09 02:21:00,107,59
82,2022-01-09 02:22:00,35,59
83,2022-01-09 02:23:00,36,62
84,2022-01-09 02:24:00,51,515
85,2022-01-09 02:25:00,71,197
86,2022-01-09 02:26:00,154,325
87,2022-01-09 02:27:00,129,197
88,2022-01-09 02:28:00,134,251
89,2022-01-09 02:29:00,93,64
90,2022-01-09 02:30:00,54,70
91,2022-01-09 02:31:00,45,81
92,2022-01-09 02:32:00,56,83
93,2022-01-09 02:33:00,22,19
94,2022-01-09 02:34:00,28,39
95,2022-01-09 02:35:00,48,134
96,2022-01-09 02:36:00,38,43
97,2022-01-09 02:37:00,52,98
98,2022-01-09 02:38:00,63,111
99,2022-01-09 02:39:00,43,24
100,2022-01-09 02:40:00,83,1484
101,2022-01-09 02:41:00,51,105
102,2022-01-09 02:42:00,20,23
103,2022-01-09 02:43:00,55,378
104,2022-01-09 02:44:00,67,91
105,2022-01-09 02:45:00,100,222
106,2022-01-09 02:46:00,78,93
107,2022-01-09 02:47:00,41,83
108,2022-01-09 02:48:00,33,57
109,2022-01-09 02:49:00,51,54
110,2022-01-09 02:50:00,66,182
111,2022-01-09 02:51:00,73,235
112,2022-01-09 02:52:00,41,73
113,2022-01-09 02:53:00,14,9
114,2022-01-09 02:54:00,24,55
115,2022-01-09 02:55:00,61,114
116,2022-01-09 02:56:00,53,38
117,2022-01-09 02:57:00,46,63
118,2022-01-09 02:58:00,279,3217
119,2022-01-09 02:59:00,199,710
120,2022-01-09 03:00:00,68,228
121,2022-01-09 03:01:00,20,2694
122,2022-01-09 03:02:00,15,120
123,2022-01-09 03:03:00,10,4
124,2022-01-09 03:04:00,5,1
