created_at,tweet_id,text,author_id,username,like_count,retweet_count
2022-01-16 03:04:56,1482413508499472386,"----商品価格:4,180円----  ✨本日のトレンド✨ #SixTONESANN 火山噴火 トンガの噴火 #annkw 気象庁の会見  お得な商品をチェック✅  気になる評判は？おすすめ？「b27」 【公式】N organic モイスチュア&amp;バランシング ローション エヌオーガニック スキン… [楽天] https://t.co/q7rSm85V8s #rakuafl https://t.co/gcYdb2UV1C",1111792188529115136,maki0506c,0,0
2022-01-16 03:04:52,1482413489805152256,ミッフィーちゃん 夢股ディオス #annkw,962125665003700224,Smallust4,3,0
2022-01-16 03:04:41,1482413441919090690,動画までツイートしてくれるの珍しい ありがてえ… #annkw,1125432863371907073,uradiote,3,0
2022-01-16 03:04:15,1482413334460731392,死んやめがなかったのは今週は仕方ないな #annkw #jolf,375573346,0331KenTo,1,0
2022-01-16 03:04:15,1482413333026590721,若さんが禁煙を始めてくれたならば、しっかりとコレを見守り折に触れチェックを促さないと…！  くらいの気持ちで禁煙が続いてくれる事を祈っております… (; *˙˙*)   #annkw,215046589,Robin_xiv,1,0
2022-01-16 03:04:14,1482413331155599360,トゥース！！！#annkw https://t.co/WEGhDOOldm,316480272,heathSC1238,2,0
2022-01-16 03:03:50,1482413229338992645,タバコをやめて蕎麦をはじめたら竹野内豊に話しかけられた(若林)、正月旅行で父親と揉める(春日)、チン！(東洋一のツッコミ春日)、春日家の正月旅行その後、春日:逆野内貧、ノリアキいじり #annkw,414138125,mumu6677,0,0
2022-01-16 03:03:49,1482413226910314497,イレギュラーで得体の知れないことが起きている中、必要な情報を伝えつつできる限りいつも通りの放送をしてくれることのありがたさをあらためて感じた #annkw,219623882,X_in_Ego,1,0
2022-01-16 03:03:48,1482413219314823169,"----商品価格:14,400円----  ✨本日のトレンド✨ トンガの噴火 #annkw 気象庁の会見 奄美群島 #マーベルヒーローの日キャンペーン  コンビニに売っていなくてもコチラで購入できます☺️  気になる評判は？おすすめ？「a80」 IQOS イルマ プライム アイコス… [楽天] https://t.co/TBlClivHZX #rakuafl https://t.co/lN03ovZJKf",1111792188529115136,maki0506c,0,0
2022-01-16 03:03:44,1482413204181745667,二段階トゥースいいな(^O^) #annkw,1024158115841753089,hodohodoni1182,1,0
2022-01-16 03:03:43,1482413201899679744,RT&gt;動画アップするの珍しいな。このトゥース面白いからどこかでやってほしいなw #annkw,836711035109163008,Pata_genT46,1,0
2022-01-16 03:03:42,1482413196485218304,おやすミッフィーちゃん アディオス！  #annkw♯630,2501898043,tokyofx14,1,0
2022-01-16 03:03:42,1482413193959936001,お疲れさまでした。 皆様気をつけてください。 ミッフィーちゃん💫🐇 #annkw,345881030,ananrunkodayo,1,0
2022-01-16 03:03:38,1482413178231603202,どんな状況でもいつもこのラジオに救われてます😌 ミッフィーちゃん  #annkw,1195306746467610626,nashi_no_hana74,1,0
2022-01-16 03:03:35,1482413167636795394,南原さんが吹っ飛ばされた話しをしたことを後悔する若林、夢のような年末年始の仕事、眠れるYouTube、ナイツみたいになりたかった、若林とノンスタ石田のドリームマッチ、イタコ以上のネタは出来ない、ですよ。のチョココロネ、アパー:亜波、100点の春日のギャグ、春日1GP #annkw,414138125,mumu6677,1,0
