created_at,tweet_id,text,author_id,username,like_count,retweet_count
2022-12-18 03:04:56,1604175827347726336,ミッフィーちゃんアディオス 良いお年をー #annkw,1445735011773079560,little_takosuke,3,0
2022-12-18 03:04:50,1604175805449240576,キューバ本のときのインタビュアーと再会した若林、BSの番組、若林の街ブラ、関東スカシ芸人パーソナリティ、ギックリ背中(若林)、餅つき大会(春日)、東洋一のツッコミ春日、老ドリー、年明けキンワカ60分3回目、2週間空いて何もないときがこわい、来年はリスナーと密な交流？ #annkw,414138125,mumu6677,0,0
2022-12-18 03:04:50,1604175803293794304,スカシ芸人🤣🤣👏👏 #annkw,1512967174083985415,titanokinta,4,0
2022-12-18 03:04:49,1604175800462618624,あでぃおす #annkw,1319135862941126658,1523177823g,3,0
2022-12-18 03:04:47,1604175790509527040,また来年！ミッフィーちゃん！アディオス！ #annkw,759712056245313536,rioneruz,3,0
2022-12-18 03:04:46,1604175786264563712,今年最後の放送、どんな1年&amp;抱負、ニホンモニター版でも出演本数1位獲りたい春日、若林紙巻煙草、春日シーシャ事件、85%自分のために生きてる春日、パンサー向井は疲れてる、44歳の衰え、バスケ下手な春日、トム・ブレイディの離婚、若林「死ぬ気で頑張ります」←日本を試してる #annkw,414138125,mumu6677,0,0
2022-12-18 03:04:41,1604175765436002304,今年も面白かったー おふたり共お身体お大事に！！ 検索ちゃん楽しみすぎるー☺️ ミッフィーちゃん 良いお年を！！ #annkw,824245370163109897,BLUE17125,6,0
2022-12-18 03:04:12,1604175644665208833,オードリーのあとのオジオズ #annkw #オジンオズボーンann0,1337884811227099137,sw0002ss,0,0
2022-12-18 03:04:01,1604175598502703104,今年もほんとに楽しませて頂きました😳🙌 来年も安定の老いドリーラジオ楽しみにしてます( *´꒳`* )📻 とりあえず年明けのキンワカ楽しみ~~~🤭 ミッフィーちゃん＆アディオス👋👋👋  #annkw https://t.co/zT5TViBTFe,1356699052750958592,nyo_nyan22,8,0
2022-12-18 03:03:45,1604175529468661760,1.7   有楽町🫵🏻  (マイクをマットに) バーーーン キーーン🎤  #annkw https://t.co/mynXO2x46C,2489746920,9Yozakura,1,0
2022-12-18 03:03:34,1604175483465175040,オイドリー笑 #annkw,970627252462305280,lalalayla271,2,0
2022-12-18 03:03:34,1604175483263803392,来年も変わらずよろしくです アディおやすミッフィーちゃん📻  #annkw♯674,2501898043,tokyofx14,1,0
2022-12-18 03:03:22,1604175435226525696,ミッフィーちゃん アディオス #annkw,122728941,mumbler21,2,0
2022-12-18 03:03:12,1604175392738533376,また来年 ミッフィーちゃんアディオス #annkw,1548910752383127552,kurono_radiota_,2,0
2022-12-18 03:03:11,1604175390825926657,2022年もお疲れ様でした！  #annkw,1186628308009504768,alarm97290372,1,0
2022-12-18 03:03:09,1604175381170253824,今年もありがとうございました ミッフィーちゃん、また来年 #annkw,1423091951901892620,justin_828639,4,0
2022-12-18 03:03:07,1604175373855789056,終わっちゃった… この2週間何を糧に生きていけば… なんてねww 体調不良や体にガタがきてる若ちゃん 少しでも体を休めて また来年もよろしくお願いします✨ 春日は93さんのフォローをww ミッフィーちゃん💤 #annkw,1259081727672070144,AudreyeLaranja,8,0
2022-12-18 03:03:02,1604175352271867906,今年もありがとうございました！ 来年は密にいきましょう！  ミッフィーちゃん！ アディオス！  おつかれさまでした！  #annkw,1260092980393676806,hobby_roast,1,0
2022-12-18 03:03:01,1604175348937023489,年内ラスト、お疲れした😝 少し早いですが、L.T.の皆さま、良いお年を♡また来年も深夜にたくさん笑いましょう🤭ミッフィーちゃん💤  #annkw,3301611030,shogo6447,5,0
2022-12-18 03:02:57,1604175328771203072,また来年 #annkw,272494027,nandemosan,2,0
