created_at,average_similarity
2022-12-13 01:00:00,0.987963402318576
2022-12-13 01:01:00,0.9177348911762238
2022-12-13 01:02:00,0.7760794589916865
2022-12-13 01:03:00,0.737548287619244
2022-12-13 01:04:00,0.6872211716793202
2022-12-13 01:05:00,0.6760174455466094
2022-12-13 01:06:00,0.6520738577842713
2022-12-13 01:07:00,0.7343691216932761
2022-12-13 01:08:00,0.7988882306459788
2022-12-13 01:09:00,0.7837515446272764
2022-12-13 01:10:00,0.7122675726811091
2022-12-13 01:11:00,0.7917324671378503
2022-12-13 01:12:00,0.7642581705003977
2022-12-13 01:13:00,0.7691149687280461
2022-12-13 01:14:00,0.7529888365003797
2022-12-13 01:15:00,0.6420124381780624
2022-12-13 01:16:00,0.7591288418185954
2022-12-13 01:17:00,0.7711421544735249
2022-12-13 01:18:00,0.6795434256394705
2022-12-13 01:19:00,0.8131220352191192
2022-12-13 01:20:00,0.8001947942234221
2022-12-13 01:21:00,0.7779900304606704
2022-12-13 01:22:00,0.6949814409017563
2022-12-13 01:23:00,0.7333458870649338
2022-12-13 01:24:00,0.7389684567848841
2022-12-13 01:25:00,0.719106707572937
2022-12-13 01:26:00,0.758010291471714
2022-12-13 01:27:00,0.7995466950327851
2022-12-13 01:28:00,0.743684913249726
2022-12-13 01:29:00,0.7887161466810438
2022-12-13 01:30:00,0.7840030938386917
2022-12-13 01:31:00,0.6907608565830049
2022-12-13 01:32:00,0.7586137992995126
2022-12-13 01:33:00,0.782752251625061
2022-12-13 01:34:00,0.6714007285508242
2022-12-13 01:35:00,0.7054832047886319
2022-12-13 01:36:00,0.7802985651152474
2022-12-13 01:37:00,0.7349243481953939
2022-12-13 01:38:00,0.6675343990325928
2022-12-13 01:39:00,0.7900642671368339
2022-12-13 01:40:00,0.7261199951171875
2022-12-13 01:41:00,0.6553793719836644
2022-12-13 01:42:00,0.746877438881818
2022-12-13 01:43:00,0.768282155195872
2022-12-13 01:44:00,0.7217779342944806
2022-12-13 01:45:00,0.6484976291656495
2022-12-13 01:46:00,0.7097276747226715
2022-12-13 01:47:00,0.645044595003128
2022-12-13 01:48:00,0.8549990653991699
2022-12-13 01:49:00,0.7217758943637212
2022-12-13 01:50:00,0.7150424818197886
2022-12-13 01:51:00,0.7828788558642069
2022-12-13 01:52:00,0.750109269618988
2022-12-13 01:53:00,0.7191894426941872
2022-12-13 01:54:00,0.7805176762973561
2022-12-13 01:55:00,0.6626752614974976
2022-12-13 01:56:00,0.7213340510021556
2022-12-13 01:57:00,0.7902059257030487
2022-12-13 01:58:00,0.8183399240175883
2022-12-13 01:59:00,0.7793448666731516
2022-12-13 02:00:00,0.7312786430120468
2022-12-13 02:01:00,0.7529521081596613
2022-12-13 02:02:00,0.716541674402025
2022-12-13 02:03:00,0.5803732573986053
2022-12-13 02:04:00,0.7260040640830994
2022-12-13 02:05:00,0.718727596104145
2022-12-13 02:06:00,0.8241341180271573
2022-12-13 02:07:00,0.7460929592450459
2022-12-13 02:08:00,0.7330998011997768
2022-12-13 02:09:00,0.7515039173039523
2022-12-13 02:10:00,0.7533769362113055
2022-12-13 02:11:00,0.7344931177794933
2022-12-13 02:12:00,0.6959621797908436
2022-12-13 02:13:00,0.7823804219563802
2022-12-13 02:14:00,0.739153883778132
2022-12-13 02:15:00,0.7208243861794472
2022-12-13 02:16:00,0.6900151099477495
2022-12-13 02:17:00,0.7483555784350947
2022-12-13 02:18:00,0.7587560800214609
2022-12-13 02:19:00,0.7529320021470388
2022-12-13 02:20:00,0.8745214641094208
2022-12-13 02:21:00,0.7998817779801108
2022-12-13 02:22:00,0.6567836403846741
2022-12-13 02:23:00,0.6818554699420929
2022-12-13 02:24:00,0.7988653659820557
2022-12-13 02:25:00,0.7586403767267863
2022-12-13 02:26:00,0.7647490045603584
2022-12-13 02:27:00,0.716915794290029
2022-12-13 02:28:00,0.7256796017289162
2022-12-13 02:29:00,0.7520355028765542
2022-12-13 02:30:00,0.7681457485471453
2022-12-13 02:31:00,0.7925191947392055
2022-12-13 02:32:00,0.731111072576963
2022-12-13 02:33:00,0.7509402566485934
2022-12-13 02:34:00,0.7472215478236859
2022-12-13 02:35:00,0.8113463297486305
2022-12-13 02:36:00,0.8392848372459412
2022-12-13 02:37:00,0.8527368108431498
2022-12-13 02:38:00,0.7192787900567055
2022-12-13 02:39:00,0.7461550086736679
2022-12-13 02:40:00,0.7407546520233155
2022-12-13 02:41:00,0.7975040589060102
2022-12-13 02:42:00,0.7242174223065376
2022-12-13 02:43:00,0.7470817565917969
2022-12-13 02:44:00,0.7399905920028687
2022-12-13 02:45:00,0.6933451294898987
2022-12-13 02:46:00,0.7626364380121231
2022-12-13 02:47:00,0.8582953810691833
2022-12-13 02:48:00,0.7823938812528338
2022-12-13 02:49:00,0.6874434649944305
2022-12-13 02:50:00,0.8262319167455038
2022-12-13 02:51:00,0.7013023495674133
2022-12-13 02:52:00,0.8037011822064718
2022-12-13 02:53:00,0.7578033407529196
2022-12-13 02:54:00,0.6885979026556015
2022-12-13 02:55:00,0.7970855434735616
2022-12-13 02:56:00,0.7558829018047878
2022-12-13 02:57:00,0.7874078710873922
2022-12-13 02:58:00,0.658654117025435
2022-12-13 02:59:00,0.7334708188970883
2022-12-13 03:00:00,0.7632140722125769
2022-12-13 03:01:00,0.8292408958077431
2022-12-13 03:02:00,0.7701843760230325
2022-12-13 03:03:00,0.8329460918903351
2022-12-13 03:04:00,0.8232190608978271
