time,interest
0:01,1
0:02,3
0:03,2
0:04,3
0:05,3
0:06,2
0:07,3
0:08,2
0:09,4
0:10,3
0:11,3
0:12,2
0:13,3
0:14,4
0:15,3
0:16,4
0:17,3
0:18,4
0:19,3
