time,interest
0:01,3
0:02,2
0:03,2
0:04,3
0:05,3
0:06,3
0:07,2
0:08,4
0:09,4
0:10,2
0:11,3
0:12,2
0:13,3
0:14,2
0:15,4
0:16,4
0:17,3
0:18,4
0:19,1
