time,interest
0:01,1
0:02,3
0:03,3
0:04,3
0:05,3
0:06,4
0:07,4
0:08,3
0:09,3
0:10,4
0:11,3
0:12,2
0:13,3
0:14,3
0:15,3
0:16,4
0:17,4
0:18,4
0:19,4
